OBJECTID,RECNUM,LATITUDE,LONGITUDE,ADDRESS,ROUTE,ROUTE_AHEA,ROUTE_BACK,LIB__CODE,LIB__CODE_,LIB__DESCR,LIB__TEXT,DAY1_RESTR,DAY2_RESTR,TIME1_REST,TIME2_REST,MEMO,REFLECTIVI,VISIBILITY,SPEED_LIMI
1048,1048,34.01189,-118.475287,1214,PEARL ST,EUCLID ST,10 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,11:00 AM - 1:00 PM, , ,Very Good,Very Good,0
1049,1049,34.012109,-118.474913,1248,PEARL ST,EUCLID ST,10 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,11:00 AM - 1:00 PM, , ,Very Good,Very Good,0
1050,1050,34.012186,-118.474801,1248,PEARL ST,EUCLID ST,10 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
1051,1051,34.012186,-118.474801,1248,PEARL ST,EUCLID ST,10 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1052,1052,34.012311,-118.474586,1302,PEARL ST,14 ST,EUCLID ST,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Poor,0
1053,1053,34.012311,-118.474586,1302,PEARL ST,14 ST,EUCLID ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Poor,Acceptable,0
1054,1054,34.023318,-118.448814,12321,OCEAN PARK BLVD,CENTINELA AVE,WELLESLEY DR,R18-2.1,R3-7R,[Right] Lane Must Turn [Right],[RIGHT] LANE MUST TURN [RIGHT], , , , ,Right Arrow,Acceptable,Very Good,0
1055,1055,34.023331,-118.448844,12321,OCEAN PARK BLVD,CENTINELA AVE,WELLESLEY DR,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
1056,1056,34.01239,-118.474453,1302,PEARL ST,14 ST,EUCLID ST,AR30-2, ,No Parking Except by City Permit [Times] [Days] with arrow,No Parking Except by City Permit [Times] [Days],MON\TUES\WED\THURS,FRI,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,Right Arrow,Poor,Acceptable,0
1057,1057,34.01239,-118.474453,1302,PEARL ST,14 ST,EUCLID ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,11:00 AM - 1:00 PM, , ,Acceptable,Very Good,0
1058,1058,34.023068,-118.448803,3431,OCEAN PARK BLVD,34 ST,CENTINELA AVE,TYPEL-1, ,Object Marker, , , , , , ,Questionable,Acceptable,0
1059,1059,34.012649,-118.473989,1324,PEARL ST,14 ST,EUCLID ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,11:00 AM - 1:00 PM, , ,Acceptable,Very Good,0
1060,1060,34.012778,-118.473752,1332,PEARL ST,14 ST,EUCLID ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,11:00 AM - 1:00 PM, , ,Very Good,Very Good,0
1061,1061,34.013064,-118.473289,1352,PEARL ST,14 ST,EUCLID ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,11:00 AM - 1:00 PM, , ,Poor,Acceptable,0
1062,1062,34.01313,-118.473153,1352,PEARL ST,14 ST,EUCLID ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Poor,Poor,0
1063,1063,34.01313,-118.473153,1352,PEARL ST,14 ST,EUCLID ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1064,1064,34.013273,-118.472922,1400,PEARL ST,16 ST,14 ST,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Poor,0
1065,1065,34.013273,-118.472922,1400,PEARL ST,16 ST,14 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Poor,Very Good,0
1066,1066,34.022949,-118.449143,3435,OCEAN PARK BLVD,34 ST,CENTINELA AVE,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Acceptable,Very Good,0
1067,1067,34.013454,-118.472615,1412,PEARL ST,16 ST,14 ST,AR30-2, ,No Parking Except by City Permit [Times] [Days] with arrow,No Parking Except by City Permit [Times] [Days],MON\TUES\WED\THURS,FRI,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,Right Arrow,Very Good,Very Good,0
1068,1068,34.013454,-118.472615,1412,PEARL ST,16 ST,14 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],FRI, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1069,1069,34.022846,-118.449279,3435,OCEAN PARK BLVD,34 ST,CENTINELA AVE,AG3, ,[Destination] with arrow symbol,[Destination], , , , ,Left Arrow,Very Good,Very Good,0
1070,1070,34.022846,-118.449279,3435,OCEAN PARK BLVD,34 ST,CENTINELA AVE,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,40 mph,Very Good,Very Good,40
1071,1071,34.013627,-118.472312,1420,PEARL ST,16 ST,14 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],FRI, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
1072,1072,34.013823,-118.471955,1512,PEARL ST,16 ST,14 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],FRI, ,2:00 PM - 4:00 PM, , ,Acceptable,Poor,0
1073,1073,34.022515,-118.449493,3401,OCEAN PARK BLVD,34 ST,CENTINELA AVE,R10-1, ,One Way Arrow (Rt. or Lt),ONE WAY, , , , ,Right Arrow,Very Good,Very Good,0
1074,1074,34.013975,-118.471706,1512,PEARL ST,16 ST,14 ST,W63-STD,S1-1,Advance School symbol, , , , , , ,Poor,Acceptable,0
1075,1075,34.013975,-118.471706,1512,PEARL ST,16 ST,14 ST,W65-STD1,S4-3,School,SCHOOL, , , , , ,Poor,Acceptable,0
1076,1076,34.014029,-118.471617,1512,PEARL ST,16 ST,14 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],FRI, ,2:00 PM - 4:00 PM, , ,Poor,Acceptable,0
1077,1077,34.022295,-118.450152,3331,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1078,1078,34.0141,-118.471521,1512,PEARL ST,16 ST,14 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Poor,Poor,0
1079,1079,34.0141,-118.471521,1512,PEARL ST,16 ST,14 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1080,1080,34.022276,-118.450188,3331,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1081,1081,34.016862,-118.48802,1601,COLORADO AVE,11 ST,LINCOLN BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Very Good,0
1082,1082,34.022249,-118.450222,3321,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1083,1083,34.015139,-118.469779,1600,PEARL ST,17 ST,16 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Acceptable,0
1084,1084,34.015139,-118.469779,1600,PEARL ST,17 ST,16 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Poor,Poor,0
1085,1085,34.017116,-118.487705,1601,COLORADO AVE,11 ST,LINCOLN BLVD,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
1086,1086,34.022049,-118.450567,3313,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1087,1087,34.015419,-118.469264,1712,PEARL ST,20 ST,17 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1088,1088,34.017674,-118.487036,832,COLORADO AVE,11 ST,LINCOLN BLVD,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Questionable,Acceptable,0
1089,1089,34.015607,-118.468948,1724,PEARL ST,20 ST,17 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1090,1090,34.015629,-118.468881,1724,PEARL ST,20 ST,17 ST,AR100B-1, ,Handicapped Parking Only Unathorized Vehicles Not Display ...,Handicapped Parking Only Unathorized Vehicles Not Display ..., , , , , ,Poor,Poor,0
1091,1091,34.021939,-118.450752,3301,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1092,1092,34.017952,-118.486705,920,COLORADO AVE,11 ST,LINCOLN BLVD,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Acceptable,Acceptable,0
1093,1093,34.021913,-118.450797,3301,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1094,1094,34.02189,-118.450842,3301,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1095,1095,34.015944,-118.468361,1744,PEARL ST,20 ST,17 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1096,1096,34.015944,-118.468361,1744,PEARL ST,20 ST,17 ST,SW44-STD, ,Arrow 45 degrees down left, , , , , ,Left Arrow,Very Good,Very Good,0
1097,1097,34.015944,-118.468361,1744,PEARL ST,20 ST,17 ST,W54-1,W11A-2,Pedestrian Crossing symbol, , , , , , ,Very Good,Very Good,0
1098,1098,34.018111,-118.48651,924,COLORADO AVE,11 ST,LINCOLN BLVD,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
1099,1099,34.018111,-118.48651,924,COLORADO AVE,11 ST,LINCOLN BLVD,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,35 mph,Very Good,Very Good,35
1100,1100,34.016112,-118.468135,1744,PEARL ST,20 ST,17 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
1101,1101,34.018625,-118.485879,930,COLORADO AVE,11 ST,LINCOLN BLVD,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
1102,1102,34.021741,-118.450836,3299,OCEAN PARK BLVD,33 ST,34 ST,R10-1, ,One Way Arrow (Rt. or Lt),ONE WAY, , , , ,Right Arrow,Very Good,Very Good,0
1103,1103,34.016174,-118.468047,1744,PEARL ST,20 ST,17 ST,SW44-STD, ,Arrow 45 degrees down left, , , , , ,Left Arrow,Questionable,Poor,0
1104,1104,34.016174,-118.468047,1744,PEARL ST,20 ST,17 ST,W54-1,W11A-2,Pedestrian Crossing symbol, , , , , , ,Very Good,Very Good,0
1105,1105,34.016484,-118.46751,1828,PEARL ST,20 ST,17 ST,AR30-2, ,No Parking Except by City Permit [Times] [Days] with arrow,No Parking Except by City Permit [Times] [Days],MON\TUES\WED\THURS,FRI,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,Right Arrow,Acceptable,Very Good,0
1106,1106,34.016484,-118.46751,1828,PEARL ST,20 ST,17 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Poor,Very Good,0
1107,1107,34.018758,-118.485723,930,COLORADO AVE,11 ST,LINCOLN BLVD,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
1108,1108,34.018758,-118.485723,930,COLORADO AVE,11 ST,LINCOLN BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
1109,1109,34.016606,-118.467276,1840,PEARL ST,20 ST,17 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
1110,1110,34.019105,-118.485571,931,COLORADO AVE,10 ST,11 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Very Good,0
1111,1111,34.016651,-118.467206,1840,PEARL ST,20 ST,17 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
1112,1112,34.016651,-118.467206,1840,PEARL ST,20 ST,17 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1113,1113,34.019021,-118.485651,1025,COLORADO AVE,10 ST,11 ST,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
1114,1114,34.016748,-118.467042,2002,PEARL ST,21 ST,20 ST,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Poor,0
1115,1115,34.021672,-118.451215,3241,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Acceptable,Very Good,0
1116,1116,34.018893,-118.485811,1025,COLORADO AVE,10 ST,11 ST,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,35 mph,Very Good,Very Good,35
1117,1117,34.016934,-118.466723,2012,PEARL ST,21 ST,20 ST,AR30-2, ,No Parking Except by City Permit [Times] [Days] with arrow,No Parking Except by City Permit [Times] [Days],MON\TUES\WED\THURS,FRI,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,Right Arrow,Poor,Poor,0
1118,1118,34.016934,-118.466723,2012,PEARL ST,21 ST,20 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
1119,1119,34.021618,-118.451309,3231,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1120,1120,34.021578,-118.451381,3231,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1121,1121,34.018602,-118.486168,1025,COLORADO AVE,10 ST,11 ST,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
1122,1122,34.017119,-118.466394,2028,PEARL ST,21 ST,20 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
1123,1123,34.021534,-118.451458,3231,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1124,1124,34.021509,-118.451502,3231,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1125,1125,34.01719,-118.466285,2028,PEARL ST,21 ST,20 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Acceptable,Very Good,0
1126,1126,34.01719,-118.466285,2028,PEARL ST,21 ST,20 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1127,1127,34.021474,-118.45156,3231,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1128,1128,34.021383,-118.451714,3221,OCEAN PARK BLVD,33 ST,34 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1129,1129,34.018092,-118.486798,1558,COLORADO AVE,09 ST,10 ST,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
1130,1130,34.015014,-118.480488,1901,11 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1131,1131,34.019106,-118.455629,2813,OCEAN PARK BLVD,28 ST,29 ST,R35T, , , , , , , ,Thru Arrow,Very Good,Very Good,0
1132,1132,34.019069,-118.4557,2811,OCEAN PARK BLVD,28 ST,29 ST,R35T, , , , , , , ,Thru Arrow,Very Good,Very Good,0
1133,1133,34.018199,-118.457195,2701,OCEAN PARK BLVD,25 ST,28 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1134,1134,34.016666,-118.459826,2401,OCEAN PARK BLVD,24 ST,25 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),FRI, ,3:00 PM - 5:00 PM, , ,Acceptable,Very Good,0
1135,1135,34.013708,-118.480787,1110,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Acceptable,Very Good,0
1136,1136,34.013889,-118.480994,1871,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Acceptable,Very Good,0
1137,1137,34.017489,-118.465738,2112,PEARL ST,22 ST,21 ST,AR30-2, ,No Parking Except by City Permit [Times] [Days] with arrow,No Parking Except by City Permit [Times] [Days],MON\TUES\WED\THURS,FRI,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,Right Arrow,Poor,Very Good,0
1138,1138,34.017489,-118.465738,2112,PEARL ST,22 ST,21 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1139,1139,34.014146,-118.481313,1863,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
1140,1140,34.017691,-118.465408,2128,PEARL ST,22 ST,21 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
1141,1141,34.014222,-118.481398,1855,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days), , , , , ,Acceptable,Poor,0
1142,1142,34.017729,-118.465331,2128,PEARL ST,22 ST,21 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
1143,1143,34.017729,-118.465331,2128,PEARL ST,22 ST,21 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1144,1144,34.014322,-118.481514,1851,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Acceptable,Acceptable,0
1145,1145,34.021712,-118.451145,3205,OCEAN PARK BLVD,32 ST,33 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1146,1146,34.018056,-118.464779,2212,PEARL ST,23 ST,22 ST,AR30-2, ,No Parking Except by City Permit [Times] [Days] with arrow,No Parking Except by City Permit [Times] [Days],MON\TUES\WED\THURS,FRI,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,Right Arrow,Acceptable,Very Good,0
1147,1147,34.018056,-118.464779,2212,PEARL ST,23 ST,22 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
1148,1148,34.018142,-118.464625,2222,PEARL ST,23 ST,22 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1149,1149,34.021681,-118.451199,3205,OCEAN PARK BLVD,32 ST,33 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1150,1150,34.018222,-118.464491,2224,PEARL ST,23 ST,22 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
1151,1151,34.018222,-118.464491,2224,PEARL ST,23 ST,22 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1152,1152,34.014543,-118.481766,1839,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
1153,1153,34.014543,-118.481766,1839,10 ST,MICHIGAN AVE,PICO BLVD,R99, ,Handicapped Parking Only,PARKING ONLY, , , , , ,Very Good,Very Good,0
1154,1154,34.021647,-118.451276,3205,OCEAN PARK BLVD,32 ST,33 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1155,1155,34.021489,-118.451531,3205,OCEAN PARK BLVD,32 ST,33 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Very Good,0
1156,1156,34.018584,-118.463861,2314,PEARL ST,CLOVERFIELD BLVD,23 ST,AR30-2, ,No Parking Except by City Permit [Times] [Days] with arrow,No Parking Except by City Permit [Times] [Days],MON\TUES\WED\THURS,FRI,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,Right Arrow,Very Good,Very Good,0
1157,1157,34.018584,-118.463861,2314,PEARL ST,CLOVERFIELD BLVD,23 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1158,1158,34.014738,-118.482003,1833,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
1159,1159,34.018744,-118.463562,2328,PEARL ST,CLOVERFIELD BLVD,23 ST,R32B-1, ,No Parking (times),NO PARKING (TIMES],WED, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
1160,1160,34.021157,-118.451759,3201,OCEAN PARK BLVD,32 ST,33 ST,R10-1, ,One Way Arrow (Rt. or Lt),ONE WAY, , , , ,Right Arrow,Very Good,Very Good,0
1161,1161,34.018836,-118.463441,2328,PEARL ST,CLOVERFIELD BLVD,23 ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
1162,1162,34.018836,-118.463441,2328,PEARL ST,CLOVERFIELD BLVD,23 ST,R1-3,R1-3,4-Way,4-WAY, , , , ,4-Way,Very Good,Very Good,0
1163,1163,34.014868,-118.482137,1823,10 ST,MICHIGAN AVE,PICO BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
1164,1164,34.018974,-118.463208,2340,PEARL ST,24 ST,CLOVERFIELD BLVD,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Poor,0
1165,1165,34.018974,-118.463208,2340,PEARL ST,24 ST,CLOVERFIELD BLVD,W63-STD,S1-1,Advance School symbol, , , , , , ,Acceptable,Very Good,0
1166,1166,34.018974,-118.463208,2340,PEARL ST,24 ST,CLOVERFIELD BLVD,W65-STD1,S4-3,School,SCHOOL, , , , , ,Acceptable,Very Good,0
1167,1167,34.014946,-118.482242,1821,10 ST,MICHIGAN AVE,PICO BLVD,AR100B-1, ,Handicapped Parking Only Unathorized Vehicles Not Display ...,Handicapped Parking Only Unathorized Vehicles Not Display ..., , , , , ,Acceptable,Acceptable,0
1168,1168,34.019003,-118.46315,2340,PEARL ST,24 ST,CLOVERFIELD BLVD,AR32-1, ,[Hours] Hour Parking [Times] [Days] Except by Permit,[Hours] Hour Parking [Times] [Days] Except by Permit, , , , ,2 Hr/Min,Very Good,Very Good,0
1169,1169,34.019003,-118.46315,2340,PEARL ST,24 ST,CLOVERFIELD BLVD,R32B-1, ,No Parking (times),NO PARKING (TIMES],FRI, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
1170,1170,34.021034,-118.452295,3127,OCEAN PARK BLVD,31 ST,32 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES], ,MON\TUES\WED\THURS\FRI\SAT,3:00 AM - 5:00 AM,9:00 AM - 6:00 PM, ,Very Good,Acceptable,0
1171,1171,34.019147,-118.462899,2346,PEARL ST,24 ST,CLOVERFIELD BLVD,AR30-4, ,No Parking [Times] [Days] on School Days Passenger Loading and Unloading Only with arrow,No Parking [Times] [Days] on School Days Passenger Loading and Unloading Only, , ,8:00 AM - 10:00 AM,1:00 PM - 3:00 PM,Right Arrow,Very Good,Very Good,0
